uuid,name,viaf_id,gnd_id,best_qid,best_label,best_description,best_score,best_reasons,second_qid,second_score,action,signal_source,all_candidates
cd57f3a1-ccd4-490a-902f-d7ef61ef7654,Eschwege,,,Q59314147,Eschwege,family name,17,search_rank_0|name_exact|has_sitelinks,Q1468,15,manual,name,"[{""qid"": ""Q59314147"", ""label"": ""Eschwege"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q1468"", ""label"": ""Eschwege"", ""desc"": ""Kreisstadt im Werra-Meißner-Kreis in Hessen"", ""score"": 15}, {""qid"": ""Q800740"", ""label"": ""Bahnhof Eschwege"", ""desc"": ""Bahnhof in Hessen"", ""score"": 13}, {""qid"": ""Q52352698"", ""label"": ""Eschwege"", ""desc"": ""pollution control vessel built in 2003"", ""score"": 11}, {""qid"": ""Q1367151"", ""label"": ""Eschwege"", ""desc"": ""noble family"", ""score"": 9}]"
e07a032c-c098-4d25-bad8-8845f15565fa,"Eskeles, Bernhard",,,Q87887,Bernhard von Eskeles,Austrian financier and private banker,15,search_rank_1|p31_human|has_sitelinks,Q88661948,14,manual,name,"[{""qid"": ""Q87887"", ""label"": ""Bernhard von Eskeles"", ""desc"": ""Austrian financier and private banker"", ""score"": 15}, {""qid"": ""Q88661948"", ""label"": ""Eskeles, Bernhard Freiherr von (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 4, p. 78)"", ""score"": 14}, {""qid"": ""Q21234488"", ""label"": ""Eskeles, Bernhard Freiherr von"", ""desc"": ""encyclopedic article"", ""score"": 10}]"
d5d623c4-8da9-4153-ab83-9f8050aa73c4,"Euchel, Demoiselle",,,,,,0,,,0,manual,name,[]
762b4cba-417c-4fcd-b4cd-6a77cdde1517,"Euchel, Gottleb",,,,,,0,,,0,manual,name,[]
ba0a587e-385e-43e5-931d-80fda7eeecf5,Ezechel Caspar,,,,,,0,,,0,manual,name,[]
5a80105c-b5fd-4208-baf2-ac4ba190e872,"Fischer, Markus",,,Q102063867,Markus Fischer,,15,search_rank_0|p31_human,Q1901477,15,manual,name,"[{""qid"": ""Q102063867"", ""label"": ""Markus Fischer"", ""desc"": """", ""score"": 15}, {""qid"": ""Q1901477"", ""label"": ""Markus Fischer"", ""desc"": ""Schweizer Regisseur, Drehbuchautor"", ""score"": 15}, {""qid"": ""Q77976523"", ""label"": ""Marcus Fischer"", ""desc"": """", ""score"": 15}, {""qid"": ""Q102879923"", ""label"": ""Markus Fischer"", ""desc"": ""Dr. rer. nat. Universität Mannheim 2002"", ""score"": 9}, {""qid"": ""Q23656649"", ""label"": ""Markus Fischer"", ""desc"": ""designer; led the team at Festo that developed the first ultralight artificial bird capable of flying like a real bird."", ""score"": 7}, {""qid"": ""Q1901476"", ""label"": ""Markus Fischer"", ""desc"": ""deutscher Biathlet und Trainer"", ""score"": 7}, {""qid"": ""Q102369518"", ""label"": ""Markus Fischer"", ""desc"": ""Ph.D. Ruprecht-Karls-Universität Heidelberg 2007"", ""score"": 5}, {""qid"": ""Q112353884"", ""label"": ""Markus Fischer"", ""desc"": """", ""score"": 5}, {""qid"": ""Q133010177"", ""label"": ""Markus Fischer"", ""desc"": """", ""score"": 5}, {""qid"": ""Q112379462"", ""label"": ""Markus Fischer"", ""desc"": """", ""score"": 5}, {""qid"": ""Q133481698"", ""label"": ""Markus Fischer"", ""desc"": """", ""score"": 5}]"
5cc615d8-655a-4939-913e-d80162416e3f,Fränkel,,,Q21452364,Fränkel,family name,17,search_rank_0|name_exact|has_sitelinks,Q59406756,16,manual,name,"[{""qid"": ""Q21452364"", ""label"": ""Fränkel"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q59406756"", ""label"": ""Henry Robert Frankel"", ""desc"": ""American philosopher and historian of science"", ""score"": 16}, {""qid"": ""Q21492940"", ""label"": ""Frankel"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q2720508"", ""label"": ""Frankel"", ""desc"": ""British Thoroughbred racehorse"", ""score"": 13}, {""qid"": ""Q30746604"", ""label"": ""Fränkel"", ""desc"": ""hill in Germany"", ""score"": 9}, {""qid"": ""Q27578685"", ""label"": ""Fränkel (ADB)"", ""desc"": ""Artikel in der Allgemeinen Deutschen Biographie"", ""score"": 7}, {""qid"": ""Q63993697"", ""label"": ""Frankel Leó út"", ""desc"": ""street in Budapest District II, Hungary"", ""score"": 4}]"
9d4445f8-1a44-4238-b46b-998c38834914,"Fränkel, David",,,Q21203617,"Fränkel, David",encyclopedic article,17,search_rank_0|name_exact|has_sitelinks,Q21137699,15,manual,name,"[{""qid"": ""Q21203617"", ""label"": ""Fränkel, David"", ""desc"": ""encyclopedic article"", ""score"": 17}, {""qid"": ""Q21137699"", ""label"": ""Fränkel, David"", ""desc"": ""Artikel in der Allgemeinen Deutschen Biographie"", ""score"": 15}, {""qid"": ""Q104548550"", ""label"": ""David Fränkel"", ""desc"": ""Holocaust victim (born 1875)"", ""score"": 11}, {""qid"": ""Q1177346"", ""label"": ""David ben Mose Fränkel"", ""desc"": ""deutsch-jüdischer Publizist"", ""score"": 11}, {""qid"": ""Q96521"", ""label"": ""David ben Naphtali Fränkel"", ""desc"": ""German rabbi"", ""score"": 11}, {""qid"": ""Q104624000"", ""label"": ""David Arie Frenkel"", ""desc"": """", ""score"": 9}, {""qid"": ""Q934964"", ""label"": ""David Frankel"", ""desc"": ""American film director (born 1959)"", ""score"": 7}, {""qid"": ""Q6982393"", ""label"": ""David Frenkel"", ""desc"": ""Hungarian-born Israeli judge"", ""score"": 7}, {""qid"": ""Q88554016"", ""label"": ""David S Frankel"", ""desc"": ""cardiovascular researcher"", ""score"": 5}, {""qid"": ""Q118914246"", ""label"": ""דוד פרנקל"", ""desc"": ""רב, מו\""ל, מוכר ספרים, ממייסדי חברת דובבי שפתי ישנים בהוסיאטין (גליציה)"", ""score"": 5}, {""qid"": ""Q116204035"", ""label"": ""David Frankel"", ""desc"": ""General Partner - Ovation Capital Partners"", ""score"": 5}, {""qid"": ""Q19920328"", ""label"": ""David Frankel"", ""desc"": ""Wikimedia-Begriffsklärungsseite"", ""score"": 2}]"
19f323fe-1beb-40b5-b666-66f271150111,"Fränkel, David",,,Q21203617,"Fränkel, David",encyclopedic article,17,search_rank_0|name_exact|has_sitelinks,Q21137699,15,manual,name,"[{""qid"": ""Q21203617"", ""label"": ""Fränkel, David"", ""desc"": ""encyclopedic article"", ""score"": 17}, {""qid"": ""Q21137699"", ""label"": ""Fränkel, David"", ""desc"": ""Artikel in der Allgemeinen Deutschen Biographie"", ""score"": 15}, {""qid"": ""Q104548550"", ""label"": ""David Fränkel"", ""desc"": ""Holocaust victim (born 1875)"", ""score"": 11}, {""qid"": ""Q1177346"", ""label"": ""David ben Mose Fränkel"", ""desc"": ""deutsch-jüdischer Publizist"", ""score"": 11}, {""qid"": ""Q96521"", ""label"": ""David ben Naphtali Fränkel"", ""desc"": ""German rabbi"", ""score"": 11}, {""qid"": ""Q104624000"", ""label"": ""David Arie Frenkel"", ""desc"": """", ""score"": 9}, {""qid"": ""Q934964"", ""label"": ""David Frankel"", ""desc"": ""American film director (born 1959)"", ""score"": 7}, {""qid"": ""Q6982393"", ""label"": ""David Frenkel"", ""desc"": ""Hungarian-born Israeli judge"", ""score"": 7}, {""qid"": ""Q88554016"", ""label"": ""David S Frankel"", ""desc"": ""cardiovascular researcher"", ""score"": 5}, {""qid"": ""Q118914246"", ""label"": ""דוד פרנקל"", ""desc"": ""רב, מו\""ל, מוכר ספרים, ממייסדי חברת דובבי שפתי ישנים בהוסיאטין (גליציה)"", ""score"": 5}, {""qid"": ""Q116204035"", ""label"": ""David Frankel"", ""desc"": ""General Partner - Ovation Capital Partners"", ""score"": 5}, {""qid"": ""Q19920328"", ""label"": ""David Frankel"", ""desc"": ""Wikimedia-Begriffsklärungsseite"", ""score"": 2}]"
4fba7ac4-62aa-4956-a47a-9b7e9916580b,"Fränkel, Michael",,,Q88682792,Michael Frankel,researcher,15,search_rank_0|p31_human,Q102167925,13,manual,name,"[{""qid"": ""Q88682792"", ""label"": ""Michael Frankel"", ""desc"": ""researcher"", ""score"": 15}, {""qid"": ""Q102167925"", ""label"": ""Michael L. Frankel"", ""desc"": ""Ph.D. Tel Aviv University 1983"", ""score"": 13}]"
b80cddac-b3e6-4e75-b5d0-1674377c95f3,"Fränkel, Moses S.",,,,,,0,,,0,manual,name,[]
ecf093c1-4c45-4cd7-9164-58fd8e90e7e7,Franz II,,,Q130834,Franz II.,König von Ungarn sowie letzter Kaiser des Heiligen Römischen Reiches und erster Kaiser von Österreich,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q1442507,19,manual,name,"[{""qid"": ""Q130834"", ""label"": ""Franz II."", ""desc"": ""König von Ungarn sowie letzter Kaiser des Heiligen Römischen Reiches und erster Kaiser von Österreich"", ""score"": 20}, {""qid"": ""Q1442507"", ""label"": ""Frans Francken the Younger"", ""desc"": ""Flemish painter (1581–1642)"", ""score"": 19}, {""qid"": ""Q1449173"", ""label"": ""Franz Steinfeld"", ""desc"": ""Austrian artist (1787-1868)"", ""score"": 15}, {""qid"": ""Q479538"", ""label"": ""Franz II."", ""desc"": ""Herzog von Sachsen-Lauenburg (1581–1619)"", ""score"": 14}, {""qid"": ""Q682276"", ""label"": ""Franz II. Xaver von Salm-Reifferscheidt-Krautheim"", ""desc"": ""Austrian bishop and cardinal"", ""score"": 13}, {""qid"": ""Q132548"", ""label"": ""פרנסואה השני, מלך צרפת"", ""desc"": ""מלך צרפת בין השנים 1559 ל-1560"", ""score"": 9}, {""qid"": ""Q1298478"", ""label"": ""Ferenc Szilágyi"", ""desc"": ""Hungarian historian (1797-1876)"", ""score"": 9}, {""qid"": ""Q181333"", ""label"": ""פרנץ ראקוצי"", ""desc"": ""leader of the Hungarian uprising against the Habsburgs in 1703–1711"", ""score"": 9}]"
af731e84-9869-4bcc-8da2-0c7bc36fc5cc,"Friedeburg, Madame Herz",,,,,,0,,,0,manual,name,[]
37cac871-e5a2-469c-b704-e05fae9f5600,"Friedländer, Adelaide",,,,,,0,,,0,manual,name,[]
3681a83e-7c24-482e-a2e9-b2294ef45dfb,"Friedländer, Angelika",,,,,,0,,,0,manual,name,[]
ea471810-7f6d-4be4-b4ad-768c13e803dd,"Friedländer, David",,,Q27578824,"Friedländer, David",entry in the Allgemeine Deutsche Biographie,17,search_rank_0|name_exact|has_sitelinks,Q67711,17,manual,name,"[{""qid"": ""Q27578824"", ""label"": ""Friedländer, David"", ""desc"": ""entry in the Allgemeine Deutsche Biographie"", ""score"": 17}, {""qid"": ""Q67711"", ""label"": ""David Friedländer"", ""desc"": ""German banker and writer (1750-1834)"", ""score"": 17}, {""qid"": ""Q91458141"", ""label"": ""David F Friedlander"", ""desc"": ""researcher (ORCID 0000-0002-3644-3511)"", ""score"": 11}, {""qid"": ""Q139670369"", ""label"": ""David Friedländer"", ""desc"": ""1 Jul 1814 Stolp Pommern - 29 Jun 1892 Berin"", ""score"": 9}, {""qid"": ""Q111350054"", ""label"": ""David-Friedländer-Weg"", ""desc"": ""street in Lichtenberg district, Berlin, Germany"", ""score"": 2}]"
1ba36ba8-8f4e-4f75-a00f-e2ffa772cb28,"Friedländer, Goldea",,,,,,0,,,0,manual,name,[]
cff33412-29f0-409d-b012-5e3cf6dc7578,"Friedländer, Hanna",,,Q127331793,Hanna Friedländer,,15,search_rank_0|p31_human,Q104652033,13,manual,name,"[{""qid"": ""Q127331793"", ""label"": ""Hanna Friedländer"", ""desc"": """", ""score"": 15}, {""qid"": ""Q104652033"", ""label"": ""Hanna Friedländer"", ""desc"": ""Holocaust victim (born 1900)"", ""score"": 13}]"
9352d32d-d9ab-443a-882b-44087de689b9,"Friedländer, Heimann Meyer",,,,,,0,,,0,manual,name,[]
0c10a04d-ea21-44a2-8ff8-28bc5e28b84d,"Friedländer, Hinde",,,,,,0,,,0,manual,name,[]
8ac97718-f116-4f0a-a377-13dbd1993617,"Friedländer, Hirsch Elias",,,,,,0,,,0,manual,name,[]
790f4e5f-98e8-4b5e-8579-66f20973428c,"Friedländer, H. N. (Buchhändler)",,,,,,0,,,0,manual,name,[]
e8d356c2-7326-4d2c-881f-542928df79c8,"Friedländer, Meyer",,,Q127331478,Meyer Friedländer,,15,search_rank_0|p31_human,Q55850073,13,manual,name,"[{""qid"": ""Q127331478"", ""label"": ""Meyer Friedländer"", ""desc"": """", ""score"": 15}, {""qid"": ""Q55850073"", ""label"": ""Meyer Joachim Friedländer"", ""desc"": ""Merchant"", ""score"": 13}]"
e1a5ae24-8fe5-4e4c-9549-e07d95ec867d,"Friedländer, Pessel",,,,,,0,,,0,manual,name,[]
23b1dc78-3920-4557-8ece-ec1103fa22b0,"Friedländer, Rebekka Meyer",,,,,,0,,,0,manual,name,[]
98c8e16c-e021-4490-951f-fe1d164bb10e,"Friedländer, Rebekka Wulff",,,,,,0,,,0,manual,name,[]
65616c69-d7c9-46a2-9c2c-3ea9c47a8e69,"Friedländer, Recha Wulff",,,,,,0,,,0,manual,name,[]
2eeca052-4352-400c-885a-9e158b169bc6,"Friedländer, Samuel Wulff",,,,,,0,,,0,manual,name,[]
856e8581-9835-44e7-8fa0-0f6fab9b8875,"Friedländer, Sanwil",,,,,,0,,,0,manual,name,[]
7a48e2e0-3a8b-46ef-8060-b8ad1a299391,"Friedländer, Sanwil",,,,,,0,,,0,manual,name,[]
7a782a14-18a6-46a9-afbc-f3928ce60951,"Friedländer, Simon Bendix",,,,,,0,,,0,manual,name,[]
dd6f4eb5-9179-40e7-abdf-8d6949550df1,"Friedländer, Veitel Bernhard",,,,,,0,,,0,manual,name,[]
827042c3-0c71-4c45-a7fd-9dcb718e9f88,"Friedländer, Wolf Bernhard",,,,,,0,,,0,manual,name,[]
9c871c79-87aa-4c94-848e-8d242c478110,Friedrich Salomon Stöltzner,,,,,,0,,,0,manual,name,[]
92d0e837-36d9-43d7-b3be-5efc57aabe0a,Fürst (Dr.),,,Q37462314,First,family name,17,search_rank_0|name_exact|has_sitelinks,Q113789001,15,manual,name,"[{""qid"": ""Q37462314"", ""label"": ""First"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q113789001"", ""label"": ""Morris M. Faierstein"", ""desc"": """", ""score"": 15}]"
cddf15d4-2e6e-412e-9fff-b1099f632545,Gallathea Salomon,,,,,,0,,,0,manual,name,[]
0d036bc9-0929-486a-854e-cbde4213c578,"Gans, Salomon",,,Q105354606,Salomon Gans,Holocaust victim (born 1895),15,search_rank_0|p31_human,Q139765165,13,manual,name,"[{""qid"": ""Q105354606"", ""label"": ""Salomon Gans"", ""desc"": ""Holocaust victim (born 1895)"", ""score"": 15}, {""qid"": ""Q139765165"", ""label"": ""Salomon Gans"", ""desc"": """", ""score"": 13}]"
a83677d9-25cd-49b9-933e-b1c2e487dcd8,"Gardemain (Bankier), Daniel",,,,,,0,,,0,manual,name,[]
7a2605cf-b0f0-42d9-959a-fa747a6cc121,Geisenheimer (Vorsteher des Philantropins),,,Q106078587,Geisenheimer,family name,15,search_rank_0|name_exact,Q38258330,13,manual,name,"[{""qid"": ""Q106078587"", ""label"": ""Geisenheimer"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q38258330"", ""label"": ""Geisenheimer"", ""desc"": ""דף פירושונים"", ""score"": 13}, {""qid"": ""Q109533400"", ""label"": ""Geisenheimer Straße"", ""desc"": ""street in Berlin-Wilmersdorf, Germany"", ""score"": 12}, {""qid"": ""Q60664874"", ""label"": ""Geisenheimer Heide"", ""desc"": ""protected area in the European Union defined by the habitats directive in Hessen, Germany"", ""score"": 8}, {""qid"": ""Q61952344"", ""label"": ""Geisenheimer Heide"", ""desc"": ""nature reserve in Hesse, Germany"", ""score"": 6}, {""qid"": ""Q116535288"", ""label"": ""Geisenheimer Straße 28"", ""desc"": ""building in Rüdesheim am Rhein, Germany"", ""score"": 2}]"
a1d638e1-144a-4474-887e-6463bb7a1ded,"Gerson, Elias",,,,,,0,,,0,manual,name,[]
530a26d7-f31b-48f1-96e5-d32ca5134ad9,"Getzel, Jacob",,,,,,0,,,0,manual,name,[]
31fe3198-45c2-47b4-9a63-b835af9f5c55,"Getzel, Meyer",,,,,,0,,,0,manual,name,[]
674e66a6-3de7-4442-881c-60c71341f682,"Glogau, Hirsch Moses",,,,,,0,,,0,manual,name,[]
e11ef0ef-9900-4671-8c13-f7558571b49d,"Goldschmidt, Caroline",,,Q94771684,Caroline Goldschmidt,,15,search_rank_0|p31_human,Q104653895,13,manual,name,"[{""qid"": ""Q94771684"", ""label"": ""Caroline Goldschmidt"", ""desc"": """", ""score"": 15}, {""qid"": ""Q104653895"", ""label"": ""Karola Freudenthal"", ""desc"": ""Holocaust victim (born 1864)"", ""score"": 13}]"
7a3abc53-95c5-437c-9ac8-2438ee700579,"Goldschmidt, Moses",,,Q104673208,Moses Goldschmidt,"holocaust victim, b. 1861-09-24",15,search_rank_0|p31_human,Q1949150,15,manual,name,"[{""qid"": ""Q104673208"", ""label"": ""Moses Goldschmidt"", ""desc"": ""holocaust victim, b. 1861-09-24"", ""score"": 15}, {""qid"": ""Q1949150"", ""label"": ""Moses Goldschmidt"", ""desc"": ""jüdischer Arzt und Autor in NS Zeit"", ""score"": 15}, {""qid"": ""Q104673209"", ""label"": ""Moses Goldschmidt"", ""desc"": ""holocaust victim, b. 1865-07-22"", ""score"": 11}]"
a712ca97-2649-40d1-a101-8b37bda87f75,"Gregorovius (Prof.), J.A.",,,,,,0,,,0,manual,name,[]
58884dc5-4f76-4464-bd3f-48c34c7bc629,"Gumpel, L.",,,,,,0,,,0,manual,name,[]
b645e6b8-aefc-4f8f-8216-08e28638e398,"Gumpertz, Aaron",,,Q2907871,Aaron Solomon Gumperz,Jewish German scholar and physician (1723-1769),15,search_rank_1|p31_human|has_sitelinks,Q27580608,14,manual,name,"[{""qid"": ""Q2907871"", ""label"": ""Aaron Solomon Gumperz"", ""desc"": ""Jewish German scholar and physician (1723-1769)"", ""score"": 15}, {""qid"": ""Q27580608"", ""label"": ""Gumpertz, Aaron Emmerich"", ""desc"": ""entry in the Allgemeine Deutsche Biographie"", ""score"": 14}]"
31768b41-d689-4ddd-b5aa-003ba6ed53f9,"Gurauer, Jacob Moses",,,,,,0,,,0,manual,name,[]
4afd83b3-beb1-4e08-b1d6-8f6d861f70f7,"Guttmann, Tuvia",,,,,,0,,,0,manual,name,[]
346108c2-d944-42af-ac08-eb3320a3196b,"Halle, Joel Samuel von",,,Q139588597,Joel Samuel von Halle,1747 Hamburg - 13 Oct 1810 Berlin,15,search_rank_0|p31_human,Q94865654,13,manual,name,"[{""qid"": ""Q139588597"", ""label"": ""Joel Samuel von Halle"", ""desc"": ""1747 Hamburg - 13 Oct 1810 Berlin"", ""score"": 15}, {""qid"": ""Q94865654"", ""label"": ""Joel Samuel von Halle"", ""desc"": """", ""score"": 13}]"
afeb58ab-7178-4e61-a96c-fabf540d6b40,"Hanau, Salomon",,,Q7558623,Solomon Hanau,Authors of Rabbinic literature and grammarian,15,search_rank_1|p31_human|has_sitelinks,Q27581273,14,manual,name,"[{""qid"": ""Q7558623"", ""label"": ""Solomon Hanau"", ""desc"": ""Authors of Rabbinic literature and grammarian"", ""score"": 15}, {""qid"": ""Q27581273"", ""label"": ""Hanau, Salomon Jehuda Leib Cohen"", ""desc"": ""entry in the Allgemeine Deutsche Biographie"", ""score"": 14}]"
51bcf2dd-be2b-4900-8983-f090e32d0900,Hartknoch (Buchhändler),,,,,,0,,,0,manual,name,[]
be3345f6-f6da-4947-977d-42b00a42e464,"Heidenheim, Wolf",,,Q27580950,"Heidenheim, Wolf",entry in the Allgemeine Deutsche Biographie,17,search_rank_0|name_exact|has_sitelinks,Q96519,15,manual,name,"[{""qid"": ""Q27580950"", ""label"": ""Heidenheim, Wolf"", ""desc"": ""entry in the Allgemeine Deutsche Biographie"", ""score"": 17}, {""qid"": ""Q96519"", ""label"": ""Wolf Heidenheim"", ""desc"": ""German grammarian (1757–1832)"", ""score"": 15}, {""qid"": ""Q104709585"", ""label"": ""Wolf-Heidenheim-Straße"", ""desc"": ""Bus stop \""Wolf-Heidenheim-Straße\"" in Frankfurt am Main"", ""score"": 6}]"
09300055-e85a-4715-92f5-045d4151cbf3,"Heilboth, Simon",,,,,,0,,,0,manual,name,[]
5819eba1-b863-42a3-b6c5-09f2f7fa40a6,Heimann,,,Q1627038,Betsy Faith Heimann,American costume designer,18,search_rank_2|p31_human|name_exact|has_sitelinks,Q21469524,17,manual,name,"[{""qid"": ""Q1627038"", ""label"": ""Betsy Faith Heimann"", ""desc"": ""American costume designer"", ""score"": 18}, {""qid"": ""Q21469524"", ""label"": ""Heimann"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q125451194"", ""label"": ""Heimann"", ""desc"": ""male given name"", ""score"": 15}, {""qid"": ""Q1595505"", ""label"": ""Heimann"", ""desc"": ""German company"", ""score"": 11}, {""qid"": ""Q11105744"", ""label"": ""Hyman Bloom"", ""desc"": ""American artist (1913-2009)"", ""score"": 9}, {""qid"": ""Q704076"", ""label"": ""היימן מינסקי"", ""desc"": ""כלכלן אמריקאי"", ""score"": 9}, {""qid"": ""Q3143969"", ""label"": ""Hymen Marx"", ""desc"": ""herpetólogo (1925–2007)"", ""score"": 9}, {""qid"": ""Q541637"", ""label"": ""היימן ריקובר"", ""desc"": ""אדמירל אמריקאי"", ""score"": 9}, {""qid"": ""Q100375951"", ""label"": ""היימן"", ""desc"": """", ""score"": 7}, {""qid"": ""Q104222030"", ""label"": ""Heimann Behrend"", ""desc"": ""Holocaust victim (born 1873)"", ""score"": 7}, {""qid"": ""Q123136728"", ""label"": ""Heman"", ""desc"": ""male human biblical figure in 1 Kings 4:31, son of Mahol"", ""score"": 5}, {""qid"": ""Q106079372"", ""label"": ""Heimannsohn"", ""desc"": ""Familienname"", ""score"": 2}]"
3aacab20-167b-4410-acdc-7a3643ad0f8d,Heimann,,,Q1627038,Betsy Faith Heimann,American costume designer,18,search_rank_2|p31_human|name_exact|has_sitelinks,Q21469524,17,manual,name,"[{""qid"": ""Q1627038"", ""label"": ""Betsy Faith Heimann"", ""desc"": ""American costume designer"", ""score"": 18}, {""qid"": ""Q21469524"", ""label"": ""Heimann"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q125451194"", ""label"": ""Heimann"", ""desc"": ""male given name"", ""score"": 15}, {""qid"": ""Q1595505"", ""label"": ""Heimann"", ""desc"": ""German company"", ""score"": 11}, {""qid"": ""Q104222030"", ""label"": ""Heimann Behrend"", ""desc"": ""Holocaust victim (born 1873)"", ""score"": 7}, {""qid"": ""Q106079372"", ""label"": ""Heimannsohn"", ""desc"": ""Familienname"", ""score"": 4}]"
f4e856b0-2983-4ea3-a655-ecb5fdf18ee7,Heimann Enoch,,,,,,0,,,0,manual,name,[]
a784e51a-2cfd-4b32-9677-642f808fd600,"Heinemann, Jermias",,,,,,0,,,0,manual,name,[]
2c3090ce-8a5e-4291-9db4-fd01f0dc5c28,"Heinemann, Jermias",,,,,,0,,,0,manual,name,[]
9362fdcc-ac2f-49be-a6ba-2710b48e0406,"Herford, Joel",,,,,,0,,,0,manual,name,[]
